,source,target
3754,1311,6580
3755,1311,6699
3756,1312,7440
3757,1312,4118
3758,1313,5513
3759,1313,5498
3760,1314,5430
3761,1314,8317
3762,1315,3876
3763,1315,4038
3764,1315,8963
3765,1316,8102
3766,1316,3441
3767,1317,5425
3768,1317,5150
3769,1318,4922
3770,1318,1318
3771,1319,7397
3772,1319,4440
3773,1320,5259
3774,1320,8064
3775,1320,6850
3776,1320,5447
3777,1321,8436
3778,1322,8657
3779,1322,7638
3780,1323,6838
3781,1323,5168
3782,1324,5504
3783,1324,3259
3784,1324,4762
3785,1324,1668
3786,1325,4370
3787,1325,8487
3788,1326,2638
3789,1326,9130
3790,1326,2431
3791,1326,3787
3792,1326,9148
3793,1327,5156
3794,1327,7750
3795,1328,1558
3796,1328,5691
3797,1329,1657
3798,1329,7890
3799,1330,2331
3800,1330,3272
3801,1330,3211
3802,1331,2659
3803,1331,7189
3804,1332,5305
3805,1332,1332
3806,1333,5471
3807,1334,5571
3808,1334,6642
3809,1334,2502
3810,1335,7065
3811,1335,5734
3812,1335,5658
3813,1335,6093
3814,1335,7497
3815,1335,2180
3816,1335,6323
3817,1335,9053
3818,1335,6609
3819,1335,2508
3820,1336,4307
3821,1336,3445
3822,1336,2138
3823,1336,4329
3824,1336,3478
3825,1338,5892
3826,1338,7544
3827,1339,3182
3828,1340,1973
3829,1340,7361
3830,1341,5967
3831,1341,1622
3832,1341,4836
3833,1341,6427
3834,1341,6162
3835,1341,5008
3836,1342,4780
3837,1342,6670
3838,1343,5000
3839,1343,8505
3840,1344,3190
3841,1344,3772
3842,1345,4749
3843,1345,2605
3844,1345,2055
3845,1345,1473
3846,1345,7975
3847,1346,4109
3848,1347,8128
3849,1347,6964
3850,1348,7522
3851,1348,4220
3852,1349,3120
3853,1349,2800
3854,1350,5817
3855,1350,7247
3856,1351,7911
3857,1351,3750
3858,1352,8619
3859,1352,1987
3860,1352,3512
3861,1353,4199
3862,1354,8794
3863,1355,9208
3864,1355,5401
3865,1356,2862
3866,1356,6178
3867,1356,3540
3868,1356,1356
3869,1357,4537
3870,1358,8937
3871,1358,6121
3872,1359,7718
3873,1359,2725
3874,1360,3758
3875,1360,3402
3876,1361,6800
3877,1361,7314
3878,1362,6644
3879,1362,2576
3880,1362,8284
3881,1362,3537
3882,1363,2429
3883,1363,4556
3884,1364,4156
3885,1365,8367
3886,1365,4822
3887,1365,6777
3888,1365,4045
3889,1366,7041
3890,1366,4575
3891,1367,2352
3892,1368,4383
3893,1369,5533
3894,1369,3861
3895,1369,1813
3896,1370,3765
3897,1370,2455
3898,1371,6188
3899,1371,7411
3900,1372,3662
3901,1372,4987
3902,1373,4899
3903,1373,7096
3904,1373,3326
3905,1373,8541
3906,1374,5635
3907,1375,8451
3908,1375,6341
3909,1375,7653
3910,1376,3742
3911,1377,3980
3912,1377,4515
3913,1377,7076
3914,1377,5901
3915,1378,3466
3916,1378,2646
3917,1379,3120
3918,1379,5177
3919,1380,5432
3920,1380,7882
3921,1381,3681
3922,1382,6705
3923,1382,6732
3924,1382,4520
3925,1382,4875
3926,1382,4438
3927,1382,5870
3928,1382,2379
3929,1383,6307
3930,1383,1943
3931,1383,5192
3932,1384,2810
3933,1384,2157
3934,1385,9153
3935,1385,2512
3936,1386,4140
3937,1386,4283
3938,1386,5981
3939,1387,6411
3940,1387,4840
3941,1388,3906
3942,1388,3369
3943,1389,4950
3944,1389,4548
3945,1390,4128
3946,1390,5155
3947,1390,1694
3948,1390,9220
3949,1391,2898
3950,1391,2694
3951,1391,1472
3952,1392,3012
3953,1393,2125
3954,1393,4342
3955,1393,8728
3956,1394,8562
3957,1394,6207
3958,1394,8635
3959,1394,7239
3960,1394,7508
3961,1395,6312
3962,1395,4373
3963,1395,2289
3964,1396,9093
3965,1396,6003
3966,1397,3961
3967,1397,7142
3968,1398,5797
3969,1398,7342
3970,1399,5812
3971,1399,7624
3972,1399,3459
3973,1399,4743
3974,1400,3126
3975,1400,9094
3976,1401,6704
3977,1402,6858
3978,1402,1886
3979,1402,8624
3980,1402,4781
3981,1403,5366
3982,1403,5065
3983,1404,4837
3984,1404,8459
3985,1405,4990
3986,1405,7815
3987,1406,5413
3988,1406,5516
3989,1408,5348
3990,1408,2881
3991,1409,5502
3992,1410,2549
3993,1410,1978
3994,1410,3377
3995,1410,5383
3996,1410,5622
3997,1411,1781
3998,1411,8919
3999,1412,2879
4000,1413,3491
4001,1413,1455
4002,1413,9000
4003,1413,7770
4004,1414,2428
4005,1414,4589
4006,1415,4373
4007,1415,5437
4008,1416,2598
4009,1416,7560
4010,1416,3531
4011,1417,6760
4012,1417,2677
4013,1417,2545
4014,1418,1770
4015,1418,2074
4016,1419,1755
4017,1419,8901
4018,1420,4650
4019,1420,4290
4020,1420,5105
4021,1421,2601
4022,1422,8344
4023,1422,3264
4024,1423,1501
4025,1423,7397
4026,1423,7561
4027,1424,6345
4028,1424,1864
4029,1424,6973
4030,1424,7967
4031,1424,3282
4032,1425,6475
4033,1425,5924
4034,1426,5407
4035,1426,3043
4036,1426,3070
4037,1427,1689
4038,1427,3599
4039,1428,2324
4040,1428,6731
4041,1429,6601
4042,1429,9089
4043,1429,6251
4044,1430,2213
4045,1430,4592
4046,1431,8676
4047,1431,6998
4048,1432,8500
4049,1432,8224
4050,1433,8530
4051,1433,4272
4052,1433,2135
4053,1433,3137
4054,1434,8466
4055,1434,8251
4056,1434,5909
4057,1435,3678
4058,1435,2214
4059,1435,5936
4060,1436,8460
4061,1436,7464
4062,1437,2191
4063,1437,7889
4064,1438,2265
4065,1438,8167
4066,1439,2941
4067,1439,7651
4068,1439,7505
4069,1439,1549
4070,1439,2409
4071,1439,3016
4072,1439,4183
4073,1440,4764
4074,1440,3272
4075,1440,2331
4076,1440,6271
4077,1440,8362
4078,1440,7499
4079,1440,6142
4080,1440,7936
4081,1440,7159
4082,1440,3945
4083,1440,3810
4084,1441,8956
4085,1441,7349
4086,1441,7715
4087,1441,4149
4088,1442,3138
4089,1442,3134
4090,1443,1466
4091,1443,1443
4092,1444,9217
4093,1444,1444
4094,1445,1477
4095,1445,2822
4096,1445,4810
4097,1445,2563
4098,1446,3654
4099,1446,5503
4100,1446,6367
4101,1447,3395
4102,1447,8709
4103,1447,4976
4104,1447,7459
4105,1447,2330
4106,1447,5525
4107,1447,8924
4108,1448,8458
4109,1448,2866
4110,1448,7967
4111,1448,4414
4112,1448,3983
4113,1448,3282
4114,1449,6152
4115,1449,8437
4116,1450,2294
4117,1450,6716
4118,1451,6681
4119,1451,4138
4120,1452,4651
4121,1452,6871
4122,1453,6558
4123,1453,3199
4124,1454,6114
4125,1454,2982
4126,1455,5565
4127,1455,3747
4128,1455,3491
4129,1455,1836
4130,1455,8522
4131,1455,1915
4132,1455,9209
4133,1455,2478
4134,1455,8416
4135,1456,1842
4136,1456,7229
4137,1456,2004
4138,1456,1816
4139,1457,1457
4140,1458,2450
4141,1459,3267
4142,1460,6618
4143,1461,1611
4144,1461,3777
4145,1461,8952
4146,1462,4839
4147,1462,5942
4148,1463,3967
4149,1464,2436
4150,1464,2746
4151,1465,4537
4152,1465,3342
4153,1465,8256
4154,1465,4041
4155,1466,5150
4156,1467,2629
4157,1467,7332
4158,1468,3531
4159,1468,6736
4160,1469,7451
4161,1469,6783
4162,1470,7921
4163,1470,5268
4164,1471,8425
4165,1472,1472
4166,1472,2898
4167,1473,7975
4168,1473,7561
4169,1473,4749
4170,1473,7733
4171,1474,4244
4172,1474,6730
4173,1475,8854
4174,1476,5253
4175,1476,2836
4176,1477,4814
4177,1477,3769
4178,1477,1527
4179,1477,1952
4180,1477,2563
4181,1478,6182
4182,1478,5495
4183,1479,9007
4184,1479,1884
4185,1479,7835
4186,1479,1798
4187,1479,5713
4188,1480,8305
4189,1480,8004
4190,1480,5380
4191,1482,2218
4192,1483,5978
4193,1483,7617
4194,1483,3304
4195,1484,5853
4196,1484,4973
4197,1484,5383
4198,1484,5565
4199,1485,3271
4200,1485,4802
4201,1486,9080
4202,1486,4533
4203,1487,6481
4204,1487,4228
4205,1487,8296
4206,1487,6697
4207,1488,6972
4208,1488,7424
4209,1489,5562
4210,1489,5797
4211,1490,7983
4212,1490,7331
4213,1491,8902
4214,1492,4661
4215,1492,6443
4216,1492,7214
4217,1493,8654
4218,1493,2187
4219,1494,4840
4220,1494,2645
4221,1495,9163
4222,1496,6795
4223,1496,6227
4224,1497,5341
4225,1498,7666
4226,1498,1989
4227,1498,2067
4228,1499,6528
4229,1500,4488
4230,1500,3943
4231,1501,6750
4232,1501,7561
4233,1501,6097
4234,1502,7113
4235,1503,3698
4236,1503,7140
4237,1504,8803
4238,1504,8222
4239,1505,6137
4240,1506,1927
4241,1506,8119
4242,1507,7699
4243,1508,8978
4244,1508,8440
4245,1508,3902
4246,1509,8765
4247,1509,6698
4248,1510,3409
4249,1510,8275
4250,1511,6566
4251,1511,3477
4252,1511,8663
4253,1512,4382
4254,1513,3171
4255,1513,4897
4256,1514,5196
4257,1514,4013
4258,1515,6639
4259,1517,7507
4260,1517,6031
4261,1518,8004
4262,1518,3031
4263,1518,5380
4264,1519,4103
4265,1519,3901
4266,1519,7919
4267,1520,6179
4268,1520,1649
4269,1521,5871
4270,1521,2175
4271,1521,2039
4272,1522,2245
4273,1522,9038
4274,1522,5975
4275,1522,3547
4276,1522,4933
4277,1522,2723
4278,1523,4992
4279,1523,2403
4280,1523,3521
4281,1524,7545
4282,1524,8907
4283,1525,4770
4284,1525,7201
4285,1526,2661
4286,1526,6559
4287,1527,3769
4288,1527,3284
4289,1527,7339
4290,1528,2327
4291,1528,5941
4292,1529,2877
4293,1529,3505
4294,1530,4770
4295,1530,3323
4296,1531,4556
4297,1531,1531
4298,1532,2191
4299,1532,6120
4300,1533,3927
4301,1533,5842
4302,1533,7342
4303,1534,1875
4304,1534,6984
4305,1535,4013
4306,1536,2506
4307,1536,5940
4308,1537,6031
4309,1537,6471
4310,1538,8285
4311,1539,3956
4312,1539,8103
4313,1539,5108
4314,1539,6801
4315,1539,8783
4316,1539,4952
4317,1539,4552
4318,1540,9067
4319,1540,7527
4320,1541,6353
4321,1541,6586
4322,1542,5797
4323,1543,3770
4324,1543,2593
4325,1544,8006
4326,1545,7322
4327,1545,2964
4328,1546,2311
4329,1546,1932
4330,1547,2337
4331,1547,5966
4332,1547,6092
4333,1548,4691
4334,1548,1841
4335,1550,5449
4336,1550,5010
4337,1550,2954
4338,1551,6953
4339,1551,2487
4340,1551,7646
4341,1552,2909
4342,1552,1770
4343,1553,8151
4344,1553,7139
4345,1554,8554
4346,1554,2291
4347,1555,6690
4348,1555,5812
4349,1555,8959
4350,1555,8993
4351,1555,7624
4352,1555,1555
4353,1555,7575
4354,1555,6987
4355,1555,2725
4356,1555,2785
4357,1555,3241
4358,1556,5748
4359,1557,2349
4360,1558,5691
4361,1559,8516
4362,1559,7080
4363,1560,6091
4364,1560,5086
4365,1561,2600
4366,1561,1811
4367,1561,4444
4368,1562,6415
4369,1562,5385
4370,1563,5758
4371,1564,6105
4372,1564,6611
4373,1565,7198
4374,1565,6787
4375,1566,2955
4376,1566,4667
4377,1566,2609
4378,1566,6220
4379,1567,9243
4380,1567,6111
4381,1568,2212
4382,1568,6326
4383,1569,5981
4384,1569,8359
4385,1569,4283
4386,1569,6395
4387,1570,4162
4388,1571,1886
4389,1571,8820
4390,1571,1609
4391,1571,6905
4392,1572,4288
4393,1572,3168
4394,1573,9248
4395,1573,2385
4396,1573,3003
4397,1574,2744
4398,1574,7015
4399,1575,1575
4400,1575,8598
4401,1576,6376
4402,1577,2543
4403,1577,8572
4404,1578,4013
4405,1578,9246
4406,1578,8029
4407,1578,7069
4408,1579,5410
4409,1579,4155
4410,1579,1579
4411,1580,8782
4412,1580,3969
4413,1581,5827
4414,1581,8111
4415,1581,8028
4416,1581,4851
4417,1581,7485
4418,1581,6712
4419,1581,3440
4420,1582,3081
4421,1582,8792
4422,1583,3970
4423,1584,9083
4424,1584,2339
4425,1584,7417
4426,1584,6542
4427,1585,5600
4428,1586,7239
4429,1586,8476
4430,1586,8293
4431,1586,2450
4432,1586,5130
4433,1586,2674
4434,1586,3480
4435,1586,2262
4436,1586,9086
4437,1586,8801
4438,1587,8630
4439,1587,3725
4440,1588,7693
4441,1588,8743
4442,1588,8139
4443,1588,4406
4444,1589,1903
4445,1589,1609
4446,1590,7687
4447,1590,1661
4448,1591,5523
4449,1591,6382
4450,1591,7880
4451,1591,8749
4452,1591,6437
4453,1592,7331
4454,1592,9120
4455,1592,9145
4456,1592,1971
4457,1592,7983
4458,1593,9129
4459,1593,2737
4460,1593,4074
4461,1594,3633
4462,1595,5353
4463,1595,6039
4464,1596,5841
4465,1597,3267
4466,1597,1885
4467,1597,1691
4468,1598,7116
4469,1598,1632
4470,1599,2164
4471,1600,2820
4472,1600,2087
4473,1600,8816
4474,1600,8682
4475,1601,2655
4476,1601,2038
4477,1602,2249
4478,1602,4526
4479,1603,4934
4480,1603,1603
4481,1603,2103
4482,1603,2702
4483,1603,3838
4484,1604,2184
4485,1604,2170
4486,1605,7749
4487,1605,8929
4488,1605,6553
4489,1605,4831
4490,1605,1793
4491,1607,6771
4492,1607,3164
4493,1608,4120
4494,1608,8713
4495,1609,1609
4496,1609,3558
4497,1609,3649
4498,1609,2108
4499,1609,8820
4500,1610,3917
4501,1610,8430
4502,1611,8183
4503,1611,7193
4504,1611,7930
4505,1611,8952
4506,1611,8078
4507,1611,4562
4508,1611,2063
4509,1611,9026
4510,1612,3481
4511,1612,6796
4512,1613,5343
4513,1613,6366
4514,1614,3119
4515,1614,4519
4516,1614,3324
4517,1614,3363
4518,1614,8399
4519,1614,2020
4520,1615,5327
4521,1615,8637
4522,1616,8677
4523,1616,5976
4524,1616,3460
4525,1617,9006
4526,1617,6568
4527,1617,4110
4528,1618,6248
4529,1618,9045
4530,1618,1929
4531,1618,4439
4532,1618,3183
4533,1619,3690
4534,1619,6643
4535,1620,6348
4536,1620,5788
4537,1620,9135
4538,1621,8952
4539,1621,3777
4540,1621,5353
4541,1621,7760
4542,1621,3353
4543,1622,7434
4544,1622,6162
4545,1622,6427
4546,1622,5008
4547,1622,5328
4548,1623,8159
4549,1624,3055
4550,1624,9234
4551,1625,7325
4552,1625,4042
4553,1625,3192
4554,1626,4464
4555,1626,6267
4556,1626,8296
4557,1627,8067
4558,1627,1703
4559,1627,8383
4560,1628,7836
4561,1628,1628
4562,1628,3663
4563,1628,6637
4564,1629,5671
4565,1629,8632
4566,1630,1962
4567,1630,4567
4568,1631,6819
4569,1631,5794
4570,1633,5814
4571,1633,7623
4572,1634,4258
4573,1634,3081
4574,1635,6022
4575,1635,3131
4576,1635,7776
4577,1636,7558
4578,1637,6180
4579,1637,7584
4580,1637,8893
4581,1637,5560
4582,1637,1637
4583,1637,6923
4584,1637,8402
4585,1638,6187
4586,1639,8346
4587,1639,3885
4588,1639,2920
4589,1639,4210
4590,1640,1782
4591,1640,5406
4592,1641,5362
4593,1641,8080
4594,1641,5122
4595,1641,1869
4596,1642,7206
4597,1643,4366
4598,1644,5778
4599,1644,9256
4600,1645,2368
4601,1645,7244
4602,1645,5490
4603,1646,7004
4604,1646,4983
4605,1646,1646
4606,1647,3955
4607,1648,5154
4608,1648,1914
4609,1649,3972
4610,1650,4541
4611,1650,4411
4612,1651,3775
4613,1651,3627
4614,1652,3706
4615,1652,4496
4616,1653,5590
4617,1653,2612
4618,1654,6478
4619,1654,4471
4620,1654,5337
4621,1655,8778
4622,1655,3990
4623,1655,4390
4624,1655,3767
4625,1655,5210
4626,1655,5944
4627,1655,9226
4628,1655,1706
4629,1655,6609
4630,1656,5653
4631,1657,6241
4632,1657,4433
4633,1658,8942
4634,1658,7902
4635,1659,6496
4636,1659,1659
4637,1660,2859
4638,1660,5738
4639,1660,7188
4640,1660,3673
4641,1660,3418
4642,1660,6144
4643,1660,8688
4644,1660,2179
4645,1660,1660
4646,1660,6962
4647,1660,2691
4648,1661,8573
4649,1662,4385
4650,1662,2476
4651,1663,3723
4652,1663,7365
4653,1663,5711
4654,1663,8679
4655,1663,8692
4656,1664,7748
4657,1664,4678
4658,1664,4604
4659,1664,1664
4660,1664,5918
4661,1664,9166
4662,1665,5161
4663,1665,8326
4664,1666,3914
4665,1666,8919
4666,1666,2671
4667,1667,6219
4668,1667,4032
4669,1668,3187
4670,1668,3057
4671,1668,4762
4672,1668,8329
4673,1668,3259
4674,1669,5311
4675,1669,2453
4676,1669,6564
4677,1670,7700
4678,1670,3214
4679,1671,6601
4680,1671,2698
4681,1671,6251
4682,1672,3392
4683,1672,6954
4684,1673,3621
4685,1673,7476
4686,1674,6642
4687,1674,2266
4688,1675,7766
4689,1676,5152
4690,1676,5166
4691,1676,6008
4692,1677,3032
4693,1678,4324
4694,1678,4356
4695,1679,9039
4696,1679,3646
4697,1679,6065
4698,1679,8706
4699,1679,7114
4700,1679,2638
4701,1680,1993
4702,1681,8780
4703,1681,5951
4704,1682,3283
4705,1682,1682
4706,1683,5954
4707,1683,4183
4708,1683,7421
4709,1684,5123
4710,1684,3596
4711,1684,3940
4712,1685,2139
4713,1685,4873
4714,1686,2904
4715,1686,3253
4716,1686,5251
4717,1687,3152
4718,1688,2295
4719,1688,2898
4720,1688,3099
4721,1689,8252
4722,1689,7062
4723,1689,1757
4724,1689,8110
4725,1690,6479
4726,1690,5005
4727,1690,6605
4728,1691,3314
4729,1691,5300
4730,1691,7208
4731,1691,1920
4732,1692,7441
4733,1692,5804
4734,1693,2922
4735,1693,4688
4736,1693,3007
4737,1693,8361
4738,1694,9220
4739,1694,4556
4740,1694,4128
4741,1694,7731
4742,1694,5155
4743,1694,5777
4744,1694,5492
4745,1694,8091
4746,1695,7968
4747,1695,4713
4748,1695,8633
4749,1696,1974
4750,1696,6398
4751,1696,7569
4752,1697,1737
4753,1697,3448
4754,1698,4717
4755,1698,4424
4756,1699,7514
4757,1699,4710
4758,1700,8545
4759,1700,5924
4760,1700,2625
4761,1700,1700
4762,1701,2609
4763,1701,6495
4764,1702,7319
4765,1702,7420
4766,1703,4212
4767,1704,4625
4768,1704,3695
4769,1705,8217
4770,1706,2325
4771,1706,4998
4772,1706,3990
4773,1706,8778
4774,1706,8862
4775,1706,7039
4776,1706,1924
4777,1706,9226
4778,1706,4932
4779,1706,6609
4780,1706,5944
4781,1706,6715
4782,1706,1726
4783,1706,3066
4784,1706,4015
4785,1706,4965
4786,1707,3032
4787,1707,4926
4788,1708,5717
4789,1708,7304
4790,1709,4682
4791,1709,4789
4792,1709,5121
4793,1709,2658
4794,1710,3423
4795,1710,5604
4796,1711,5788
4797,1711,3130
4798,1712,4707
4799,1712,7729
4800,1713,6256
4801,1714,7921
4802,1714,2859
4803,1714,7106
4804,1715,9149
4805,1716,7658
4806,1716,3181
4807,1717,8492
4808,1717,8405
4809,1717,8417
4810,1717,3589
4811,1717,1927
4812,1717,5261
4813,1717,4233
4814,1717,3733
4815,1718,2870
4816,1718,6655
4817,1718,4345
4818,1719,8503
4819,1719,8474
4820,1720,4482
4821,1721,8618
4822,1721,8593
4823,1722,3415
4824,1722,5300
4825,1722,8832
4826,1723,3533
4827,1723,4642
4828,1723,5614
4829,1724,8061
4830,1724,4519
4831,1724,2904
4832,1725,3733
4833,1725,2656
4834,1726,5541
4835,1726,8201
4836,1726,6791
4837,1726,3178
4838,1726,8638
4839,1726,3557
4840,1726,1726
4841,1726,8778
4842,1726,4998
4843,1727,4962
4844,1728,3365
4845,1729,9085
4846,1729,5180
4847,1729,2340
4848,1729,5255
4849,1730,7847
4850,1730,7238
4851,1731,2248
4852,1731,2243
4853,1732,3785
4854,1733,7886
4855,1733,1733
4856,1734,3042
4857,1734,6610
4858,1735,4648
4859,1735,5423
4860,1736,6202
4861,1736,2818
4862,1737,7184
4863,1737,8761
4864,1737,3653
4865,1738,2565
4866,1738,7639
4867,1738,8392
4868,1738,2301
4869,1738,5189
4870,1738,2362
4871,1738,7620
4872,1739,5745
4873,1739,6099
4874,1740,6581
4875,1740,8846
4876,1741,7586
4877,1741,4487
4878,1742,5889
4879,1742,3209
4880,1742,3276
4881,1743,2333
4882,1743,9127
4883,1744,4413
4884,1745,6176
4885,1746,2479
4886,1746,5671
4887,1747,9124
4888,1747,5213
4889,1747,4945
4890,1748,7416
4891,1748,2450
4892,1749,8915
4893,1749,1749
4894,1749,3345
4895,1749,4122
4896,1750,3808
4897,1750,2509
4898,1750,5915
4899,1751,2631
4900,1752,4237
4901,1752,3697
4902,1753,8358
4903,1753,1753
4904,1754,7154
4905,1754,6265
4906,1755,2442
4907,1755,8223
4908,1755,6630
4909,1755,8745
4910,1756,1786
4911,1756,3226
4912,1757,3200
4913,1757,8252
4914,1758,7619
4915,1759,4437
4916,1759,2263
4917,1759,9190
4918,1760,6701
4919,1760,4109
4920,1760,2675
4921,1761,6815
4922,1762,3815
4923,1762,8855
4924,1762,8621
4925,1762,6446
4926,1762,3990
4927,1762,3665
4928,1763,5664
4929,1763,7386
4930,1764,6441
4931,1764,3900
4932,1765,6457
4933,1765,1765
4934,1765,1950
4935,1766,3570
4936,1766,7866
4937,1766,4514
4938,1767,3300
4939,1767,2205
4940,1767,6551
4941,1768,4303
4942,1768,5304
4943,1769,3823
4944,1769,7163
4945,1771,5059
4946,1771,5488
4947,1772,3561
4948,1772,2730
4949,1772,2684
4950,1772,1772
4951,1773,6526
4952,1773,5548
4953,1774,7550
4954,1774,6519
4955,1774,5378
4956,1774,2291
4957,1774,5831
4958,1775,3919
4959,1775,5040
4960,1775,5190
4961,1775,7231
4962,1776,9106
4963,1776,4793
4964,1777,8426
4965,1777,6370
4966,1777,6451
4967,1778,2097
4968,1779,3298
4969,1779,3324
4970,1779,8193
4971,1780,2316
4972,1781,2550
4973,1781,1854
4974,1781,7315
4975,1782,2582
4976,1783,8614
4977,1783,8933
4978,1783,9264
4979,1784,9242
4980,1785,2443
4981,1785,3764
4982,1786,6265
4983,1787,2420
4984,1787,2053
4985,1787,9122
4986,1787,1787
4987,1788,7019
4988,1788,3511
4989,1789,4405
4990,1789,3668
4991,1789,2113
4992,1789,6557
4993,1789,2486
4994,1790,1938
4995,1790,5076
4996,1790,3951
4997,1791,5094
4998,1791,3931
4999,1792,2803
5000,1792,4085
5001,1793,6553
5002,1793,8703
5003,1793,1793
5004,1793,5459
5005,1793,3910
5006,1793,4831
5007,1793,4631
5008,1794,6640
5009,1794,5479
5010,1795,7164
5011,1796,3491
5012,1796,8815
5013,1797,2843
5014,1797,2785
5015,1797,3114
5016,1797,6563
5017,1799,3977
5018,1799,6412
5019,1800,7668
5020,1800,5388
5021,1800,2415
5022,1801,9178
5023,1801,7378
5024,1802,1865
5025,1802,7827
5026,1803,2559
5027,1803,1803
5028,1803,7820
5029,1803,7874
5030,1804,9126
5031,1804,8221
5032,1805,3229
5033,1806,5732
5034,1806,3965
5035,1807,5410
5036,1807,5964
5037,1807,4155
5038,1807,6756
5039,1808,4672
5040,1808,6888
5041,1809,9012
5042,1809,8157
5043,1809,2983
5044,1810,6683
5045,1810,6188
5046,1810,3882
5047,1810,8254
5048,1811,2958
5049,1811,5611
5050,1812,3378
5051,1812,2962
5052,1812,3625
5053,1812,7483
5054,1813,4299
5055,1813,4911
5056,1813,3861
5057,1814,5629
5058,1814,9090
5059,1815,4637
5060,1816,7229
5061,1817,2262
5062,1817,3986
5063,1817,6139
5064,1817,6694
5065,1817,7239
5066,1818,7731
5067,1819,4070
5068,1819,6418
5069,1819,6165
5070,1820,1896
5071,1820,3664
5072,1821,6603
5073,1821,3555
5074,1822,2204
5075,1822,5704
5076,1823,4826
5077,1823,4203
5078,1823,6631
5079,1823,7511
5080,1824,5385
5081,1824,6875
5082,1824,6415
5083,1824,5390
5084,1825,6260
5085,1825,6502
5086,1825,7355
5087,1826,8740
5088,1826,4998
5089,1826,8778
5090,1827,5485
5091,1828,8205
5092,1829,3586
5093,1830,6900
5094,1830,4365
5095,1831,8272
5096,1831,8228
5097,1831,1831
5098,1831,3182
5099,1831,2567
5100,1831,3104
5101,1832,5632
5102,1832,7168
5103,1833,2465
5104,1834,6090
5105,1834,8817
5106,1835,6081
5107,1835,6552
5108,1836,5383
5109,1836,2478
5110,1836,3398
5111,1836,5565
5112,1836,4263
5113,1837,7233
5114,1837,5968
5115,1837,8551
5116,1838,6251
5117,1838,7875
5118,1839,6931
5119,1839,4188
5120,1840,3424
5121,1840,7348
5122,1841,4406
5123,1841,2124
5124,1842,6778
5125,1842,8495
5126,1842,4366
5127,1843,9022
5128,1843,1843
5129,1843,2724
5130,1844,8650
5131,1844,5649
5132,1845,1847
5133,1845,5773
5134,1845,3960
5135,1845,6169
5136,1845,5759
5137,1845,8925
5138,1845,4225
5139,1846,5933
5140,1846,2050
5141,1847,3173
5142,1847,5773
5143,1847,1847
5144,1847,3628
5145,1847,3960
5146,1848,8722
5147,1848,9206
5148,1849,8896
5149,1850,5292
5150,1851,5567
5151,1851,1977
5152,1851,6157
5153,1851,8949
5154,1852,9065
5155,1852,2204
5156,1852,3713
5157,1852,7088
5158,1852,5990
5159,1853,6869
5160,1853,5347
5161,1854,5225
5162,1855,4816
5163,1855,5668
5164,1855,3117
5165,1856,5978
5166,1856,5463
5167,1857,2335
5168,1858,3834
5169,1859,5524
5170,1859,7303
5171,1860,7764
5172,1860,8257
5173,1860,2862
5174,1860,4610
5175,1860,3540
5176,1860,7404
5177,1861,3199
5178,1861,6558
5179,1861,6128
5180,1861,2083
5181,1862,8908
5182,1862,3026
5183,1863,5680
5184,1863,2876
5185,1864,5955
5186,1864,6119
5187,1864,7967
5188,1865,7707
5189,1866,1936
5190,1866,8173
5191,1867,4230
5192,1867,6043
5193,1868,4499
5194,1868,2490
5195,1869,5959
5196,1870,3291
5197,1870,5621
5198,1871,4496
5199,1871,3706
5200,1872,3601
5201,1872,2752
5202,1872,3920
5203,1873,5201
5204,1873,6877
5205,1873,6449
5206,1873,3195
5207,1874,8648
5208,1875,8420
5209,1875,6984
5210,1876,2868
5211,1876,4639
5212,1877,2223
5213,1877,6117
5214,1877,6530
5215,1878,2558
5216,1878,8627
5217,1879,6332
5218,1879,5112
5219,1880,4836
5220,1880,9192
5221,1881,3992
5222,1881,9212
5223,1882,3137
5224,1882,7943
5225,1882,4272
5226,1882,6508
5227,1882,5137
5228,1883,4506
5229,1883,3798
5230,1884,7835
5231,1884,3003
5232,1885,3361
5233,1885,4797
5234,1885,8832
5235,1885,5300
5236,1885,8847
5237,1885,4590
5238,1885,3267
5239,1886,2674
5240,1886,6905
5241,1886,4781
5242,1886,2031
5243,1886,2136
5244,1887,8060
5245,1887,2884
5246,1887,1911
5247,1887,8365
5248,1887,8527
5249,1888,9096
5250,1888,4388
5251,1889,2590
5252,1889,5258
5253,1890,7790
5254,1890,6016
5255,1891,5592
5256,1891,2019
5257,1892,1892
5258,1892,6867
5259,1892,3368
5260,1893,3655
5261,1894,5209
5262,1894,6605
5263,1895,7904
5264,1896,7144
5265,1898,5116
5266,1898,4958
5267,1898,8439
5268,1898,3737
5269,1899,3298
5270,1899,7194
5271,1899,5892
5272,1900,5945
5273,1900,5939
5274,1900,3093
5275,1901,2446
5276,1901,2505
5277,1902,4536
5278,1903,5440
5279,1904,3235
5280,1904,3560
5281,1905,2838
5282,1906,7837
5283,1906,4828
5284,1907,4771
5285,1908,1970
5286,1909,6933
5287,1909,2098
5288,1910,2696
5289,1910,6237
5290,1910,7329
5291,1910,6296
5292,1910,5162
5293,1911,3656
5294,1911,3867
5295,1911,4214
5296,1911,3863
5297,1912,9223
5298,1913,3147
5299,1913,3234
5300,1913,4474
5301,1913,8244
5302,1914,4268
5303,1915,5853
5304,1915,2676
5305,1915,7641
5306,1915,4046
5307,1915,8323
5308,1916,6698
