,source,target
7211,2750,7218
7212,2750,8998
7213,2750,3318
7214,2750,5427
7215,2751,8828
7216,2752,7572
7217,2753,8301
7218,2753,2753
7219,2754,6719
7220,2754,3721
7221,2755,3427
7222,2756,5321
7223,2756,8479
7224,2757,2986
7225,2757,4865
7226,2758,5663
7227,2759,5906
7228,2760,4291
7229,2761,7719
7230,2761,7195
7231,2761,4119
7232,2762,5874
7233,2762,5741
7234,2762,6415
7235,2763,5037
7236,2763,5625
7237,2763,8384
7238,2763,4564
7239,2764,4031
7240,2764,5053
7241,2765,9134
7242,2765,2765
7243,2766,4427
7244,2766,3949
7245,2767,8389
7246,2767,7434
7247,2767,5131
7248,2767,6737
7249,2768,7665
7250,2769,8837
7251,2770,5983
7252,2770,8375
7253,2770,8703
7254,2770,7958
7255,2771,4182
7256,2771,3251
7257,2771,8105
7258,2771,4815
7259,2772,6295
7260,2772,6879
7261,2773,8787
7262,2774,3370
7263,2774,5453
7264,2775,6897
7265,2775,3891
7266,2775,5725
7267,2776,4545
7268,2776,3062
7269,2776,6148
7270,2778,6352
7271,2778,7231
7272,2778,2854
7273,2779,6369
7274,2779,7541
7275,2780,5177
7276,2781,7951
7277,2782,3483
7278,2782,8148
7279,2782,7756
7280,2783,4054
7281,2784,8137
7282,2784,6145
7283,2784,6806
7284,2785,5567
7285,2785,5812
7286,2785,5607
7287,2785,5378
7288,2785,5204
7289,2785,5015
7290,2785,6690
7291,2785,7624
7292,2785,3778
7293,2785,5276
7294,2785,6140
7295,2786,2869
7296,2786,6413
7297,2787,8242
7298,2787,2787
7299,2788,3166
7300,2788,2788
7301,2788,7784
7302,2789,8033
7303,2789,4613
7304,2790,6268
7305,2790,5720
7306,2790,3703
7307,2790,6484
7308,2791,8270
7309,2791,7952
7310,2791,7196
7311,2791,5233
7312,2791,6520
7313,2792,7084
7314,2793,8316
7315,2794,2945
7316,2794,6901
7317,2794,7620
7318,2794,7505
7319,2795,5344
7320,2795,7267
7321,2796,8467
7322,2796,2836
7323,2796,6033
7324,2796,3374
7325,2796,3638
7326,2797,9265
7327,2797,6859
7328,2798,4867
7329,2798,4316
7330,2799,6534
7331,2799,3634
7332,2799,3096
7333,2799,6216
7334,2800,7303
7335,2800,9070
7336,2801,7086
7337,2802,8974
7338,2802,7934
7339,2804,4783
7340,2804,6906
7341,2806,3634
7342,2806,4226
7343,2807,8127
7344,2808,2808
7345,2808,7606
7346,2808,8299
7347,2809,8995
7348,2809,5315
7349,2810,8546
7350,2811,5382
7351,2811,3754
7352,2812,7710
7353,2812,5670
7354,2812,6240
7355,2813,5079
7356,2813,5302
7357,2814,7846
7358,2815,3163
7359,2815,8132
7360,2816,8760
7361,2816,3828
7362,2817,5918
7363,2818,3132
7364,2819,6218
7365,2819,4635
7366,2819,8034
7367,2820,5783
7368,2820,8816
7369,2821,3312
7370,2821,6648
7371,2822,4901
7372,2822,4810
7373,2822,8533
7374,2823,4962
7375,2823,7234
7376,2824,3782
7377,2824,6207
7378,2824,4947
7379,2824,8635
7380,2825,7032
7381,2825,6846
7382,2826,5320
7383,2827,5350
7384,2827,8118
7385,2828,6373
7386,2828,4616
7387,2829,6907
7388,2829,2829
7389,2829,5121
7390,2830,3283
7391,2830,7802
7392,2831,5854
7393,2831,5682
7394,2832,5505
7395,2832,4171
7396,2832,3916
7397,2832,4169
7398,2833,4746
7399,2833,3398
7400,2833,5068
7401,2834,9192
7402,2834,3686
7403,2834,5467
7404,2834,8240
7405,2834,7434
7406,2835,7276
7407,2835,7704
7408,2836,2910
7409,2836,4204
7410,2836,5214
7411,2839,5364
7412,2839,6665
7413,2839,2839
7414,2840,7524
7415,2840,6575
7416,2841,7455
7417,2841,6721
7418,2841,4320
7419,2842,5213
7420,2843,6140
7421,2843,5378
7422,2843,7403
7423,2843,6563
7424,2843,9265
7425,2843,6859
7426,2844,6533
7427,2844,8631
7428,2844,6361
7429,2845,8083
7430,2845,4592
7431,2845,6909
7432,2845,8200
7433,2845,3702
7434,2846,6495
7435,2846,4626
7436,2846,4667
7437,2847,4075
7438,2847,2847
7439,2848,6614
7440,2848,6587
7441,2849,2849
7442,2850,3125
7443,2850,5082
7444,2850,4893
7445,2851,8999
7446,2852,4616
7447,2853,3569
7448,2854,5460
7449,2855,8183
7450,2855,5241
7451,2856,8585
7452,2856,7366
7453,2856,5099
7454,2856,4661
7455,2856,6171
7456,2857,8291
7457,2857,6884
7458,2858,5308
7459,2858,6388
7460,2858,9036
7461,2859,5268
7462,2860,3689
7463,2860,7443
7464,2860,7525
7465,2861,3170
7466,2861,3464
7467,2861,3413
7468,2862,6667
7469,2862,7764
7470,2862,4896
7471,2862,6983
7472,2862,3489
7473,2862,2987
7474,2862,6945
7475,2863,9011
7476,2864,6615
7477,2864,4055
7478,2865,7788
7479,2865,7674
7480,2866,7258
7481,2866,4793
7482,2866,4414
7483,2866,3983
7484,2866,8492
7485,2866,2984
7486,2866,9000
7487,2866,8522
7488,2866,7438
7489,2866,4147
7490,2866,4802
7491,2866,8057
7492,2867,3963
7493,2867,2867
7494,2867,6502
7495,2867,7355
7496,2868,6295
7497,2869,5277
7498,2870,9246
7499,2870,5446
7500,2870,6655
7501,2870,4345
7502,2871,6223
7503,2871,7202
7504,2872,7775
7505,2872,5934
7506,2873,7217
7507,2874,2874
7508,2875,5113
7509,2876,4470
7510,2876,5457
7511,2876,7527
7512,2877,8230
7513,2878,3109
7514,2878,3305
7515,2878,8321
7516,2878,7174
7517,2879,8378
7518,2880,4194
7519,2881,8478
7520,2882,7832
7521,2882,6702
7522,2882,5760
7523,2883,8513
7524,2883,4279
7525,2884,3867
7526,2885,5866
7527,2885,6751
7528,2886,7820
7529,2886,8639
7530,2886,2886
7531,2887,6944
7532,2887,5444
7533,2887,6235
7534,2888,6202
7535,2889,3153
7536,2889,2889
7537,2889,3506
7538,2889,4774
7539,2889,5860
7540,2890,6520
7541,2890,3720
7542,2891,7926
7543,2892,4183
7544,2892,7421
7545,2893,3923
7546,2893,4330
7547,2893,7298
7548,2894,4553
7549,2894,4320
7550,2895,4475
7551,2895,8499
7552,2895,7141
7553,2896,8579
7554,2896,5036
7555,2897,7564
7556,2897,8459
7557,2897,6106
7558,2899,6981
7559,2899,7885
7560,2900,5382
7561,2900,3680
7562,2900,6381
7563,2900,5248
7564,2901,4324
7565,2902,6816
7566,2902,4334
7567,2902,7114
7568,2902,6129
7569,2903,3760
7570,2904,4519
7571,2904,5251
7572,2905,3598
7573,2905,5480
7574,2906,8954
7575,2906,7783
7576,2907,5097
7577,2907,3778
7578,2908,4540
7579,2908,4255
7580,2910,5214
7581,2910,6898
7582,2911,8595
7583,2911,9272
7584,2912,4379
7585,2912,4602
7586,2912,8909
7587,2913,5538
7588,2914,4686
7589,2914,3694
7590,2915,8590
7591,2915,5035
7592,2915,5259
7593,2916,3599
7594,2917,7641
7595,2917,2917
7596,2917,5437
7597,2918,5061
7598,2918,7005
7599,2918,9166
7600,2919,7852
7601,2919,9048
7602,2920,8977
7603,2921,3144
7604,2921,9161
7605,2922,5953
7606,2923,3633
7607,2924,7486
7608,2924,6555
7609,2925,4161
7610,2925,7394
7611,2925,4150
7612,2926,7991
7613,2926,4362
7614,2927,7727
7615,2927,8810
7616,2927,5914
7617,2927,4572
7618,2927,6805
7619,2927,5138
7620,2928,5282
7621,2929,5675
7622,2929,3295
7623,2930,4864
7624,2931,4093
7625,2932,7834
7626,2933,3496
7627,2933,7042
7628,2934,5231
7629,2934,8260
7630,2935,6508
7631,2935,4098
7632,2935,7943
7633,2937,8943
7634,2937,8789
7635,2938,7605
7636,2938,8455
7637,2941,7505
7638,2941,4183
7639,2942,6320
7640,2942,7862
7641,2943,6955
7642,2943,7108
7643,2944,6483
7644,2944,7358
7645,2944,2944
7646,2945,5131
7647,2945,6901
7648,2945,7620
7649,2946,5389
7650,2946,8074
7651,2947,6550
7652,2947,7339
7653,2947,4889
7654,2948,7657
7655,2948,5895
7656,2948,7061
7657,2949,4091
7658,2949,5236
7659,2949,3136
7660,2950,9152
7661,2950,8029
7662,2951,3377
7663,2952,7034
7664,2952,9183
7665,2953,7873
7666,2953,7128
7667,2954,5449
7668,2955,4571
7669,2955,8176
7670,2956,3399
7671,2956,8760
7672,2957,6763
7673,2957,9208
7674,2958,7728
7675,2958,5958
7676,2960,6977
7677,2961,8192
7678,2962,3625
7679,2962,6244
7680,2963,3277
7681,2963,6900
7682,2963,5819
7683,2963,5147
7684,2963,5785
7685,2964,7322
7686,2964,8843
7687,2964,8621
7688,2965,8192
7689,2965,8442
7690,2966,7160
7691,2966,4902
7692,2967,6057
7693,2967,8428
7694,2967,8989
7695,2967,6088
7696,2968,3097
7697,2968,3480
7698,2969,4409
7699,2970,8282
7700,2971,5324
7701,2972,8253
7702,2972,5786
7703,2973,5234
7704,2974,8859
7705,2975,3783
7706,2976,7427
7707,2977,3357
7708,2977,5240
7709,2977,6956
7710,2978,5783
7711,2978,5605
7712,2979,7267
7713,2979,9081
7714,2979,4661
7715,2979,8011
7716,2979,8856
7717,2979,8156
7718,2979,4649
7719,2980,7283
7720,2980,4368
7721,2981,6889
7722,2982,4311
7723,2983,5326
7724,2984,4802
7725,2985,7021
7726,2985,4614
7727,2986,3346
7728,2986,6469
7729,2987,5922
7730,2988,6255
7731,2988,8300
7732,2988,2988
7733,2988,4363
7734,2989,5475
7735,2989,8657
7736,2990,6677
7737,2991,6617
7738,2991,8242
7739,2992,3762
7740,2992,8588
7741,2993,9144
7742,2993,6807
7743,2994,3516
7744,2994,3666
7745,2994,5802
7746,2994,9129
7747,2995,4462
7748,2995,8862
7749,2996,7559
7750,2997,4706
7751,2998,7168
7752,2998,7119
7753,2999,4692
7754,3000,6881
7755,3000,5949
7756,3001,3087
7757,3001,5681
7758,3002,5527
7759,3003,5281
7760,3003,9248
7761,3003,3053
7762,3004,8951
7763,3004,7440
7764,3005,8274
7765,3005,8891
7766,3006,3548
7767,3006,5507
7768,3006,4018
7769,3007,5384
7770,3008,6801
7771,3008,9177
7772,3008,7733
7773,3008,6782
7774,3008,4749
7775,3008,7403
7776,3008,5083
7777,3008,7975
7778,3008,3205
7779,3008,8103
7780,3008,7082
7781,3008,3360
7782,3009,6636
7783,3009,5287
7784,3010,6731
7785,3011,3350
7786,3012,7741
7787,3013,9140
7788,3014,8071
7789,3014,3898
7790,3015,3515
7791,3015,8292
7792,3015,7093
7793,3015,8522
7794,3015,7221
7795,3015,6316
7796,3016,7651
7797,3016,7093
7798,3016,8755
7799,3016,5452
7800,3016,6621
7801,3016,6901
7802,3016,6065
7803,3017,7147
7804,3018,5731
7805,3018,5216
7806,3018,5324
7807,3019,3563
7808,3019,4701
7809,3020,9180
7810,3020,3805
7811,3021,4609
7812,3021,3139
7813,3021,6694
7814,3022,5821
7815,3022,5052
7816,3023,8897
7817,3023,6628
7818,3023,6943
7819,3024,7506
7820,3024,5451
7821,3025,6132
7822,3026,3987
7823,3027,8429
7824,3027,8126
7825,3028,7849
7826,3028,7319
7827,3028,7621
7828,3028,6239
7829,3029,5484
7830,3030,8214
7831,3030,3030
7832,3031,7740
7833,3034,3171
7834,3034,4417
7835,3035,3545
7836,3036,3252
7837,3036,7354
7838,3036,3800
7839,3036,3628
7840,3036,5401
7841,3036,3296
7842,3037,5941
7843,3037,5832
7844,3039,5495
7845,3039,3752
7846,3040,5940
7847,3040,7390
7848,3042,3322
7849,3043,8420
7850,3044,4928
7851,3044,8051
7852,3045,4378
7853,3045,4034
7854,3046,8548
7855,3046,5254
7856,3046,7049
7857,3046,9122
7858,3047,7290
7859,3048,3561
7860,3049,6414
7861,3049,8833
7862,3050,7939
7863,3051,3688
7864,3052,8190
7865,3052,4151
7866,3053,3897
7867,3053,7399
7868,3054,6267
7869,3054,8496
7870,3056,4107
7871,3056,6896
7872,3056,5789
7873,3056,5310
7874,3057,5180
7875,3057,7759
7876,3057,7056
7877,3057,8790
7878,3057,3259
7879,3057,8862
7880,3057,7831
7881,3057,5504
7882,3057,5756
7883,3057,8329
7884,3057,5526
7885,3057,7209
7886,3058,7073
7887,3058,7270
7888,3059,3614
7889,3060,4092
7890,3060,5838
7891,3061,8752
7892,3061,3804
7893,3062,7310
7894,3063,3947
7895,3063,3676
7896,3064,6004
7897,3064,7272
7898,3064,4020
7899,3065,7987
7900,3065,8677
7901,3066,4015
7902,3066,6715
7903,3066,7949
7904,3066,5658
7905,3066,4673
7906,3066,6093
7907,3066,5734
7908,3066,6609
7909,3066,7793
7910,3067,5534
7911,3067,3067
7912,3067,3212
7913,3069,5741
7914,3069,6415
7915,3070,4058
7916,3070,5407
7917,3071,6391
7918,3071,3190
7919,3072,7579
7920,3072,4956
7921,3073,8030
7922,3073,6662
7923,3074,4733
7924,3074,8955
7925,3074,8659
7926,3075,7809
7927,3075,8176
7928,3076,7079
7929,3077,7078
7930,3077,6212
7931,3078,6917
7932,3078,7515
7933,3079,7555
7934,3079,7426
7935,3079,4620
7936,3080,6925
7937,3081,4343
7938,3081,4258
7939,3081,3780
7940,3081,4933
7941,3081,7158
7942,3081,3359
7943,3081,6299
7944,3081,6718
7945,3082,6395
7946,3082,4447
7947,3083,6231
7948,3083,8108
7949,3084,5755
7950,3085,6821
7951,3085,4654
7952,3086,5186
7953,3087,6804
7954,3088,6513
7955,3088,4383
7956,3089,7460
7957,3090,6070
7958,3090,6595
7959,3091,6262
7960,3091,3152
7961,3091,5299
7962,3091,5603
7963,3091,5997
7964,3091,5661
7965,3092,4620
7966,3092,5573
7967,3092,5799
7968,3092,6286
7969,3094,7692
7970,3094,7824
7971,3095,5787
7972,3095,6137
7973,3096,6523
7974,3096,8749
7975,3097,7894
7976,3097,9016
7977,3098,3684
7978,3098,4264
7979,3099,5743
7980,3099,8553
7981,3100,4597
7982,3101,4659
7983,3101,3929
7984,3102,7287
7985,3103,4892
7986,3103,5099
7987,3104,8272
7988,3105,5786
7989,3105,3756
7990,3106,7615
7991,3106,4042
7992,3107,7063
7993,3107,7835
7994,3108,7133
7995,3108,7998
7996,3109,4739
7997,3109,8321
7998,3109,6512
7999,3109,7223
8000,3110,3469
8001,3110,4591
8002,3110,7895
8003,3111,8736
8004,3111,4245
8005,3111,5738
8006,3111,6382
8007,3111,3864
8008,3112,3400
8009,3112,7959
8010,3113,3512
8011,3113,9271
8012,3113,8901
8013,3113,3974
8014,3113,7332
8015,3113,6224
8016,3114,8247
8017,3114,6563
8018,3115,5625
8019,3116,7285
8020,3117,7259
8021,3117,4497
8022,3117,4038
8023,3118,3245
8024,3119,3298
8025,3121,4723
8026,3122,7940
8027,3122,7580
8028,3123,5065
8029,3123,8739
8030,3123,9256
8031,3124,3178
8032,3124,5898
8033,3125,3197
8034,3125,5082
8035,3126,5642
8036,3126,3597
8037,3126,5130
8038,3126,3568
8039,3127,5926
8040,3128,4324
8041,3129,6707
8042,3130,7031
8043,3130,6489
8044,3131,7183
8045,3131,8544
8046,3132,4334
8047,3132,9045
8048,3133,8342
8049,3134,4493
8050,3134,8890
8051,3134,8037
8052,3134,6466
8053,3135,4555
8054,3135,3135
8055,3135,6465
8056,3135,3502
8057,3136,8317
8058,3136,5246
8059,3136,4091
8060,3137,4272
8061,3137,7598
8062,3138,4493
8063,3138,4959
8064,3138,6801
8065,3138,4888
8066,3138,8767
8067,3138,5655
8068,3139,4507
8069,3139,3155
8070,3139,5115
8071,3140,5430
8072,3140,8297
8073,3140,4676
8074,3140,6855
8075,3140,6863
8076,3140,6444
8077,3141,7907
8078,3141,4575
8079,3142,3185
8080,3142,3221
8081,3143,4664
8082,3143,8651
8083,3143,8372
8084,3144,9161
8085,3144,7916
8086,3144,4502
8087,3144,7525
8088,3144,7742
8089,3144,3222
8090,3145,5780
8091,3145,9025
8092,3146,4059
8093,3146,8308
8094,3147,5551
8095,3148,4347
8096,3148,4702
8097,3148,5824
8098,3149,7824
8099,3149,5746
8100,3150,7079
8101,3150,5803
8102,3151,8612
8103,3151,4142
8104,3152,3244
8105,3153,6078
8106,3153,5318
8107,3153,5744
8108,3153,5860
8109,3153,4774
8110,3154,7151
8111,3155,3176
8112,3155,8087
8113,3155,6004
8114,3156,4486
8115,3156,4748
8116,3157,9124
8117,3157,4615
8118,3158,4447
8119,3158,4382
8120,3159,4943
8121,3159,8457
8122,3160,9062
8123,3161,3733
8124,3161,9195
8125,3162,7329
8126,3162,7910
8127,3163,8632
8128,3164,7726
8129,3164,4124
8130,3166,6695
8131,3166,3601
8132,3166,3920
8133,3167,5826
8134,3167,4606
8135,3167,8990
8136,3167,3354
8137,3169,5552
8138,3169,4195
8139,3170,7989
8140,3170,3413
8141,3171,3786
8142,3171,5750
8143,3173,6229
8144,3174,5507
8145,3174,5597
8146,3175,4521
8147,3176,6004
8148,3176,7272
8149,3176,5466
8150,3176,4020
8151,3177,7841
8152,3177,5361
8153,3177,3547
8154,3178,8638
8155,3179,5917
8156,3179,3452
8157,3179,6741
8158,3179,6203
8159,3180,6270
8160,3180,8324
8161,3181,7658
8162,3181,8447
8163,3182,4916
8164,3182,8272
8165,3182,9233
8166,3182,6999
8167,3185,6480
8168,3186,4112
8169,3187,8434
8170,3187,5820
8171,3187,3431
8172,3187,4762
8173,3189,8903
8174,3189,6890
8175,3191,4502
8176,3191,5242
8177,3191,7811
8178,3191,6659
8179,3191,4719
8180,3191,5869
8181,3192,8432
8182,3192,4042
8183,3193,4666
8184,3193,3977
8185,3194,5463
8186,3194,8983
8187,3195,6877
8188,3196,5017
8189,3197,6994
8190,3198,8023
8191,3198,4967
8192,3199,6393
8193,3200,8252
8194,3203,6023
8195,3204,6993
8196,3205,5248
8197,3205,7173
8198,3205,7975
8199,3205,7282
8200,3206,8771
8201,3206,6073
8202,3206,8485
8203,3206,6566
8204,3207,7431
8205,3208,5034
8206,3208,5921
8207,3208,5981
8208,3209,5910
8209,3210,5572
8210,3210,9101
8211,3210,8591
8212,3210,5442
8213,3210,5334
8214,3210,4178
8215,3210,5206
8216,3210,7092
8217,3211,8685
8218,3211,5116
8219,3211,9014
8220,3212,7860
8221,3212,5534
8222,3213,3221
8223,3213,8605
8224,3215,8690
8225,3215,8711
8226,3215,5334
8227,3215,4081
8228,3215,5196
8229,3216,5586
8230,3216,6936
8231,3217,4924
8232,3217,7831
8233,3217,3993
8234,3218,7166
8235,3219,6392
8236,3219,8101
8237,3220,8533
8238,3220,5768
8239,3222,7698
8240,3222,5911
8241,3223,5251
8242,3223,6021
8243,3223,6220
8244,3223,4571
8245,3224,3868
8246,3224,3579
8247,3225,4129
8248,3225,9188
8249,3226,3636
8250,3227,4160
8251,3227,8213
8252,3228,3421
8253,3228,7432
8254,3228,4977
8255,3228,6866
8256,3230,6170
8257,3231,7006
8258,3231,3435
8259,3231,5815
8260,3231,7907
8261,3231,7379
8262,3231,5203
8263,3232,9189
8264,3233,7612
8265,3233,6641
8266,3234,7626
8267,3235,8958
8268,3235,3934
8269,3235,4773
8270,3236,9055
8271,3237,7863
8272,3237,7644
8273,3238,6751
8274,3239,3272
8275,3239,6908
8276,3239,7396
8277,3240,8923
8278,3240,3608
8279,3240,5084
8280,3241,7575
8281,3241,5834
8282,3241,5812
8283,3242,3287
8284,3242,4079
8285,3242,7870
8286,3242,5571
8287,3243,3691
8288,3243,7980
8289,3244,4034
8290,3245,4926
8291,3245,3916
8292,3246,3885
8293,3246,6526
8294,3247,9216
8295,3248,3248
8296,3248,4984
8297,3248,9067
8298,3248,8730
8299,3249,8297
8300,3249,6591
8301,3249,8635
8302,3249,8859
8303,3249,5430
8304,3249,6444
8305,3249,9144
8306,3249,6207
8307,3250,3454
8308,3250,7403
8309,3250,5831
8310,3250,6472
8311,3250,7979
8312,3250,4535
8313,3250,6242
8314,3250,6250
8315,3251,4097
8316,3251,7023
8317,3251,6329
8318,3251,4853
8319,3251,4182
8320,3251,3877
8321,3251,8536
8322,3251,5768
8323,3252,5401
8324,3253,8027
8325,3253,8061
8326,3254,8400
8327,3254,8301
8328,3255,4920
8329,3255,4106
8330,3256,5373
8331,3256,4293
8332,3257,4859
8333,3258,7708
8334,3258,4131
8335,3259,4446
8336,3259,5180
8337,3259,4734
8338,3259,8329
8339,3260,5442
8340,3260,8092
8341,3260,9157
8342,3260,5206
8343,3263,4010
8344,3263,6676
8345,3264,4019
8346,3265,8859
8347,3266,8914
8348,3266,3266
8349,3266,8991
8350,3267,3361
8351,3267,6258
8352,3268,5481
8353,3268,7296
8354,3269,7256
8355,3269,4861
8356,3270,7855
8357,3270,7640
8358,3270,5229
8359,3270,3390
8360,3270,5568
8361,3270,6880
8362,3271,6301
8363,3271,6119
8364,3271,9106
8365,3272,8362
8366,3272,3638
8367,3272,8467
8368,3272,4764
8369,3272,6033
8370,3273,8355
8371,3273,9137
8372,3274,4086
8373,3274,8502
8374,3275,3918
8375,3275,3967
8376,3276,4346
8377,3277,5819
8378,3277,5785
8379,3277,5999
8380,3277,5312
8381,3278,8985
8382,3278,6075
8383,3279,4162
8384,3279,5088
8385,3279,7833
8386,3279,3324
8387,3279,7999
8388,3279,4247
8389,3279,3468
8390,3280,5515
8391,3280,4593
8392,3281,4685
8393,3282,7967
8394,3282,3983
8395,3283,4446
8396,3284,3769
8397,3284,7132
8398,3284,7725
8399,3285,4310
8400,3285,8924
8401,3285,7462
8402,3286,8756
8403,3287,7215
8404,3287,6173
8405,3287,5571
8406,3287,6642
8407,3287,6202
8408,3288,4462
8409,3288,8778
8410,3288,4809
8411,3288,5210
8412,3289,3579
8413,3289,9164
8414,3290,3508
8415,3291,5535
8416,3292,4876
8417,3293,8054
8418,3293,6208
8419,3293,3293
8420,3294,3605
8421,3295,6978
8422,3295,5675
8423,3295,5376
8424,3296,3800
8425,3296,3445
8426,3296,6763
8427,3297,7611
8428,3297,9122
8429,3298,7194
8430,3298,4162
8431,3298,7833
8432,3298,5892
8433,3299,6834
8434,3300,6253
8435,3301,3310
8436,3301,8578
8437,3302,8960
8438,3302,6519
8439,3303,7612
8440,3303,3372
8441,3304,3582
8442,3304,7617
8443,3306,8163
8444,3306,6460
8445,3306,4349
8446,3307,6701
8447,3308,7534
8448,3308,4464
8449,3308,8296
8450,3308,6267
8451,3309,4181
8452,3310,6263
8453,3311,5704
8454,3311,5990
8455,3312,6234
8456,3313,6982
8457,3313,6243
8458,3314,6315
8459,3314,6574
8460,3314,7324
8461,3314,4254
8462,3315,7903
8463,3316,8711
8464,3316,7990
8465,3317,8339
8466,3317,6809
8467,3318,8523
8468,3318,8012
8469,3318,6134
8470,3319,7766
8471,3319,6727
8472,3320,9200
8473,3321,6918
8474,3321,7052
8475,3321,8198
8476,3322,6559
8477,3323,5311
8478,3324,3363
8479,3325,7933
8480,3325,4303
8481,3325,8508
8482,3325,3501
8483,3326,6535
8484,3327,8460
8485,3327,3588
8486,3327,7846
8487,3328,5656
8488,3328,8802
8489,3329,6062
8490,3330,3806
8491,3330,6858
8492,3331,7870
8493,3331,9278
8494,3332,6857
8495,3332,7723
8496,3332,7682
8497,3332,4128
8498,3333,8326
8499,3333,4350
8500,3334,5661
8501,3334,6262
8502,3334,5972
8503,3335,4702
8504,3335,3335
8505,3335,8599
8506,3335,4705
8507,3335,4498
8508,3335,3372
8509,3336,8605
8510,3336,5046
8511,3338,6633
8512,3339,9105
8513,3341,8210
8514,3341,5738
8515,3341,7664
8516,3342,6804
8517,3342,7058
8518,3342,4134
8519,3342,8664
8520,3342,4217
8521,3344,7704
8522,3344,9054
8523,3345,8141
8524,3345,5725
8525,3345,3891
8526,3345,7308
8527,3346,5903
8528,3347,7879
8529,3348,6397
8530,3348,5650
8531,3349,4301
8532,3349,3532
8533,3350,6497
8534,3351,7047
8535,3351,5870
8536,3351,8493
8537,3352,3790
8538,3353,3777
8539,3353,4632
8540,3353,5353
8541,3354,4606
8542,3354,8990
8543,3354,6971
8544,3354,7623
8545,3355,7554
8546,3355,6383
8547,3355,4022
8548,3355,5558
8549,3355,7797
8550,3355,8793
8551,3356,4458
8552,3357,5240
8553,3357,9192
8554,3358,9055
8555,3359,8527
8556,3359,5089
8557,3359,8060
8558,3360,4323
8559,3360,7282
8560,3360,5248
8561,3362,8789
8562,3362,7661
8563,3362,7346
8564,3362,4833
8565,3362,7061
8566,3362,6849
8567,3362,6311
8568,3363,7833
8569,3363,4477
8570,3363,6650
8571,3363,4862
8572,3363,8107
8573,3364,9272
8574,3364,4492
8575,3367,6516
8576,3367,8322
8577,3367,3915
8578,3368,3368
8579,3371,6977
8580,3371,4555
8581,3371,6465
8582,3372,4498
8583,3373,7142
8584,3373,8276
8585,3374,7519
8586,3374,7752
8587,3374,3374
8588,3374,3638
8589,3375,8348
8590,3375,8273
8591,3376,7273
8592,3376,7810
8593,3377,5383
8594,3377,3794
8595,3377,3525
8596,3378,8917
8597,3378,3857
8598,3378,7483
8599,3379,7364
8600,3379,5189
8601,3379,8789
8602,3380,3617
8603,3380,7572
8604,3380,8892
8605,3381,5679
8606,3381,8881
8607,3382,7872
8608,3384,7310
8609,3384,9001
8610,3385,3385
8611,3385,4995
8612,3386,6423
8613,3386,3386
8614,3387,6099
8615,3387,6763
8616,3387,7674
8617,3388,3965
8618,3388,4143
8619,3388,7148
8620,3389,8040
8621,3390,4010
8622,3391,7974
8623,3392,4094
8624,3393,7643
8625,3393,7436
8626,3395,4976
8627,3395,8709
8628,3395,3576
8629,3396,8531
8630,3396,4715
8631,3396,8154
8632,3396,8265
8633,3398,5383
8634,3398,7696
8635,3398,5295
8636,3400,6836
8637,3401,7107
8638,3401,9109
8639,3402,6015
8640,3402,8694
8641,3403,5043
8642,3403,4069
8643,3404,8626
8644,3404,5445
8645,3404,8084
8646,3405,4373
8647,3405,6614
8648,3406,5864
8649,3406,4475
8650,3406,6536
8651,3406,3988
8652,3407,8683
8653,3407,8507
8654,3408,7259
8655,3408,6535
8656,3409,8053
8657,3410,3911
8658,3410,3682
8659,3411,7896
8660,3411,6165
8661,3412,6028
8662,3412,6305
8663,3413,3464
8664,3414,5837
8665,3414,8728
8666,3414,6307
8667,3414,6456
8668,3415,8832
8669,3415,6787
8670,3416,9089
8671,3416,6601
8672,3416,8032
8673,3417,6017
8674,3417,3428
8675,3418,7921
8676,3419,6058
8677,3419,5742
8678,3420,7430
8679,3421,6866
8680,3422,5556
8681,3422,6602
8682,3423,8911
8683,3424,5788
8684,3425,6230
8685,3425,8722
8686,3428,7438
8687,3428,7360
8688,3428,8187
8689,3428,6754
8690,3428,7221
8691,3429,5638
8692,3429,6792
8693,3429,4837
8694,3429,5408
8695,3430,6576
8696,3430,5505
8697,3431,6531
8698,3432,7067
8699,3432,8207
8700,3432,4890
8701,3433,9031
8702,3434,7812
8703,3434,7442
8704,3435,5750
8705,3435,4718
8706,3435,3786
8707,3435,7006
8708,3436,5619
8709,3436,9016
8710,3436,4569
8711,3436,5370
8712,3437,7665
8713,3437,4179
8714,3438,6667
8715,3439,6424
8716,3439,4643
8717,3440,7485
8718,3440,8944
8719,3440,8111
8720,3440,5827
8721,3440,4851
8722,3440,7401
8723,3440,3440
8724,3440,9049
8725,3441,8030
8726,3442,5390
8727,3443,8930
8728,3443,5936
8729,3444,7826
8730,3445,4307
8731,3445,3478
8732,3445,4431
8733,3445,6763
8734,3445,8079
8735,3446,4000
8736,3446,4944
8737,3446,3446
8738,3446,7387
8739,3446,6334
8740,3447,6777
8741,3447,3946
8742,3447,5063
8743,3447,7271
8744,3448,3820
8745,3449,5262
8746,3450,5734
8747,3451,8732
8748,3451,6116
8749,3451,4203
8750,3452,5999
8751,3452,5229
8752,3452,4813
8753,3452,5568
8754,3452,9251
8755,3452,6203
8756,3452,5917
8757,3453,4965
8758,3453,8932
8759,3453,8075
8760,3453,7906
8761,3454,6250
8762,3454,3454
8763,3455,7301
8764,3455,5521
8765,3456,8578
